epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
173,17179.6,0.70409,0.4116,0.00511,0.94867,0.90327,0.94858,0.78873,0.79532,0.41001,0.0073,0.00018575,0.00018575,0.00018575
174,17279.2,0.69725,0.42579,0.00493,0.95227,0.89977,0.94835,0.78727,0.7951,0.40707,0.0073,0.000179563,0.000179563,0.000179563
175,17378.5,0.69397,0.40615,0.00488,0.94095,0.91348,0.94884,0.78618,0.80113,0.4001,0.00732,0.000173375,0.000173375,0.000173375
176,17477.9,0.67927,0.4059,0.00473,0.94257,0.911,0.94807,0.78848,0.79418,0.40914,0.00729,0.000167188,0.000167188,0.000167188
177,17577,0.6882,0.39609,0.00502,0.93485,0.91466,0.94808,0.79007,0.79062,0.41023,0.00726,0.000161,0.000161,0.000161
178,17676.4,0.6787,0.40128,0.00479,0.93543,0.91539,0.94846,0.79043,0.79086,0.41555,0.00725,0.000154812,0.000154812,0.000154812
179,17775.5,0.67206,0.39782,0.00487,0.93879,0.91164,0.94959,0.79066,0.79055,0.41404,0.00725,0.000148625,0.000148625,0.000148625
180,17874.1,0.67277,0.41348,0.00483,0.9452,0.90066,0.94892,0.79,0.78999,0.41696,0.00725,0.000142437,0.000142437,0.000142437
181,17973.3,0.67739,0.40814,0.00483,0.93528,0.90539,0.94762,0.78999,0.78878,0.41677,0.00722,0.00013625,0.00013625,0.00013625
182,18074.1,0.65622,0.38176,0.00452,0.94443,0.9021,0.94796,0.79104,0.78851,0.41347,0.00722,0.000130062,0.000130062,0.000130062
183,18174.7,0.67443,0.40559,0.00492,0.94398,0.90186,0.9459,0.79032,0.78616,0.41052,0.00719,0.000123875,0.000123875,0.000123875
184,18274.8,0.6638,0.39004,0.00483,0.94336,0.89923,0.94581,0.79195,0.7851,0.41052,0.00718,0.000117687,0.000117687,0.000117687
185,18374.4,0.67264,0.40442,0.00479,0.94446,0.90046,0.94578,0.79123,0.78484,0.41215,0.00718,0.0001115,0.0001115,0.0001115
186,18474.1,0.65341,0.39231,0.00462,0.93928,0.90298,0.94614,0.79204,0.78594,0.40691,0.00719,0.000105312,0.000105312,0.000105312
187,18574.2,0.66946,0.39963,0.00484,0.94298,0.90105,0.94626,0.79281,0.78504,0.41167,0.00719,9.9125e-05,9.9125e-05,9.9125e-05
188,18673.7,0.66003,0.40355,0.00484,0.94352,0.89797,0.94694,0.79322,0.78476,0.41264,0.00719,9.29375e-05,9.29375e-05,9.29375e-05
189,18773.4,0.65597,0.39203,0.0047,0.94498,0.89741,0.94595,0.79118,0.78541,0.41388,0.00719,8.675e-05,8.675e-05,8.675e-05
190,18872.7,0.65289,0.38538,0.00461,0.94069,0.90119,0.94501,0.79089,0.78583,0.41054,0.00719,8.05625e-05,8.05625e-05,8.05625e-05
191,18972.5,0.59391,0.28094,0.00501,0.94624,0.89563,0.94556,0.7909,0.78482,0.42062,0.0072,7.4375e-05,7.4375e-05,7.4375e-05
192,19070.8,0.57253,0.26351,0.00488,0.94618,0.9008,0.94706,0.7899,0.78978,0.42202,0.00726,6.81875e-05,6.81875e-05,6.81875e-05
193,19169.1,0.54944,0.25072,0.00464,0.94174,0.90379,0.94632,0.79114,0.79436,0.41619,0.0073,6.2e-05,6.2e-05,6.2e-05
194,19267.3,0.55572,0.25066,0.00477,0.94149,0.90324,0.94791,0.79258,0.79514,0.41449,0.00731,5.58125e-05,5.58125e-05,5.58125e-05
195,19365.9,0.55569,0.25897,0.00472,0.94218,0.90227,0.94827,0.79344,0.79448,0.4146,0.00729,4.9625e-05,4.9625e-05,4.9625e-05
196,19465.2,0.54669,0.24561,0.0046,0.94321,0.90266,0.94879,0.79384,0.7943,0.41156,0.00729,4.34375e-05,4.34375e-05,4.34375e-05
197,19563.7,0.54961,0.2451,0.00476,0.94172,0.90306,0.94828,0.79428,0.79324,0.41266,0.00728,3.725e-05,3.725e-05,3.725e-05
198,19661.7,0.55142,0.24793,0.00465,0.93972,0.90295,0.94843,0.79552,0.79214,0.41212,0.00727,3.10625e-05,3.10625e-05,3.10625e-05
199,19759.9,0.54895,0.24593,0.0048,0.94187,0.90526,0.94927,0.79695,0.79131,0.4138,0.00726,2.4875e-05,2.4875e-05,2.4875e-05
200,19857.4,0.53406,0.24483,0.00465,0.94225,0.90695,0.94925,0.79695,0.79096,0.41303,0.00725,1.86875e-05,1.86875e-05,1.86875e-05
