epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
36,3152.28,1.32819,1.1262,1.43913,0.74808,0.68397,0.76565,0.45795,1.38098,1.0286,1.51644,0.00103344,0.00103344,0.00103344
37,3238.44,1.33857,1.09666,1.43789,0.74445,0.65935,0.73106,0.43683,1.38402,1.05665,1.53464,0.00102725,0.00102725,0.00102725
38,3324.06,1.34225,1.12881,1.45281,0.78549,0.69122,0.76732,0.4587,1.34693,1.01364,1.48767,0.00102106,0.00102106,0.00102106
39,3409.29,1.32806,1.12821,1.44407,0.76822,0.70596,0.7781,0.46313,1.38827,1.06397,1.52209,0.00101488,0.00101488,0.00101488
40,3495.17,1.29997,1.07206,1.42212,0.80346,0.73156,0.81122,0.49243,1.33599,0.95804,1.47778,0.00100869,0.00100869,0.00100869
41,3580.29,1.29368,1.06688,1.40411,0.81698,0.72186,0.81239,0.49773,1.31672,0.92899,1.46572,0.0010025,0.0010025,0.0010025
42,3665.45,1.26728,1.02156,1.38857,0.77562,0.79356,0.83395,0.52076,1.316,0.91432,1.46852,0.000996313,0.000996313,0.000996313
43,3750.71,1.266,1.01937,1.39592,0.80142,0.7338,0.81955,0.50684,1.29935,0.89432,1.45831,0.000990125,0.000990125,0.000990125
44,3835.82,1.25738,1.02336,1.38731,0.82357,0.76191,0.83314,0.52232,1.28329,0.87508,1.43731,0.000983938,0.000983938,0.000983938
45,3921.01,1.23376,0.99433,1.37259,0.82604,0.76542,0.84212,0.53915,1.25573,0.86997,1.4086,0.00097775,0.00097775,0.00097775
46,4006.53,1.21178,0.95185,1.35743,0.80545,0.75507,0.82864,0.53089,1.28613,0.86863,1.42998,0.000971562,0.000971562,0.000971562
47,4091.94,1.23573,0.96602,1.36824,0.84195,0.75084,0.84358,0.53785,1.25465,0.8519,1.41027,0.000965375,0.000965375,0.000965375
48,4177,1.22131,0.95264,1.35514,0.84915,0.75502,0.85671,0.55238,1.23892,0.8328,1.40823,0.000959187,0.000959187,0.000959187
49,4262.18,1.20843,0.96507,1.36802,0.85608,0.77542,0.86771,0.56312,1.22828,0.80071,1.39881,0.000953,0.000953,0.000953
50,4346.98,1.18508,0.91482,1.33625,0.83713,0.80683,0.8645,0.55798,1.23301,0.77494,1.40521,0.000946812,0.000946812,0.000946812
51,4432.13,1.1807,0.91794,1.32672,0.82884,0.80484,0.8675,0.5731,1.21541,0.78067,1.40011,0.000940625,0.000940625,0.000940625
52,4516.73,1.19476,0.93019,1.3391,0.85703,0.78239,0.86693,0.56,1.21847,0.76168,1.39044,0.000934438,0.000934438,0.000934438
53,4601.35,1.1611,0.90071,1.3223,0.8471,0.79101,0.86856,0.56949,1.21084,0.77517,1.40323,0.00092825,0.00092825,0.00092825
54,4685.85,1.16442,0.90927,1.32217,0.87371,0.77504,0.86183,0.56465,1.21704,0.78552,1.39634,0.000922063,0.000922063,0.000922063
55,4770.47,1.14431,0.8648,1.30169,0.85421,0.80345,0.8815,0.58607,1.17812,0.73683,1.3785,0.000915875,0.000915875,0.000915875
56,4854.89,1.13283,0.85643,1.29134,0.86246,0.80358,0.88048,0.59425,1.1562,0.74693,1.3488,0.000909688,0.000909688,0.000909688
57,4939.35,1.13413,0.86698,1.30087,0.85787,0.8232,0.88142,0.58863,1.16223,0.71717,1.35841,0.0009035,0.0009035,0.0009035
58,5023.6,1.12293,0.83738,1.28211,0.8526,0.82233,0.8814,0.60448,1.1387,0.71385,1.3332,0.000897313,0.000897313,0.000897313
59,5108.08,1.10801,0.84923,1.27834,0.87861,0.81217,0.89263,0.60349,1.13806,0.67872,1.34642,0.000891125,0.000891125,0.000891125
60,5192.07,1.10743,0.82858,1.26304,0.90326,0.79976,0.89394,0.61469,1.13044,0.68304,1.33182,0.000884938,0.000884938,0.000884938
61,5276.26,1.07816,0.80178,1.25831,0.90289,0.83082,0.90404,0.61941,1.1117,0.67034,1.3297,0.00087875,0.00087875,0.00087875
62,5360.46,1.0971,0.83659,1.2749,0.8771,0.80725,0.8933,0.61097,1.1003,0.66333,1.32245,0.000872563,0.000872563,0.000872563
63,5444.69,1.07441,0.80425,1.25456,0.86778,0.83174,0.8962,0.62085,1.10118,0.6899,1.30496,0.000866375,0.000866375,0.000866375
64,5528.81,1.07824,0.81574,1.2561,0.8898,0.83336,0.9035,0.62255,1.09763,0.65863,1.3032,0.000860188,0.000860188,0.000860188
65,5612.81,1.05675,0.781,1.24263,0.87959,0.84145,0.90536,0.62698,1.09311,0.66074,1.31226,0.000854,0.000854,0.000854
66,5697.1,1.05365,0.79,1.23747,0.88558,0.83958,0.9047,0.6262,1.07034,0.65408,1.28925,0.000847813,0.000847813,0.000847813
67,5780.72,1.05116,0.76939,1.23502,0.90345,0.82352,0.90593,0.62417,1.07107,0.65523,1.28438,0.000841625,0.000841625,0.000841625
68,5864.55,1.05805,0.77653,1.23866,0.89641,0.84196,0.90321,0.6357,1.06489,0.64434,1.28373,0.000835438,0.000835438,0.000835438
69,5948.35,1.03571,0.76075,1.22145,0.89004,0.84106,0.90763,0.6382,1.06222,0.6324,1.28644,0.00082925,0.00082925,0.00082925
70,6034.55,1.0249,0.75905,1.22308,0.88586,0.83927,0.9046,0.63303,1.05491,0.63054,1.28942,0.000823063,0.000823063,0.000823063
71,6119.09,1.02583,0.75889,1.22024,0.91344,0.82958,0.90764,0.63759,1.05553,0.63049,1.28592,0.000816875,0.000816875,0.000816875
72,6203.51,1.01393,0.73359,1.21567,0.90768,0.82512,0.90618,0.64596,1.05294,0.62359,1.28672,0.000810688,0.000810688,0.000810688
73,6287.59,1.01005,0.73328,1.20331,0.91654,0.83481,0.91389,0.65397,1.02638,0.59692,1.26642,0.0008045,0.0008045,0.0008045
74,6371.58,1.00819,0.73857,1.20784,0.89927,0.84942,0.91074,0.6534,1.01788,0.59682,1.24194,0.000798313,0.000798313,0.000798313
75,6455.58,1.00145,0.72398,1.20154,0.89124,0.85185,0.90988,0.65433,1.02349,0.5925,1.26268,0.000792125,0.000792125,0.000792125
76,6539.88,0.97826,0.70804,1.17797,0.91004,0.83569,0.91475,0.65553,1.02224,0.59842,1.26137,0.000785938,0.000785938,0.000785938
77,6624.38,0.98079,0.72178,1.17603,0.88588,0.86321,0.91707,0.66552,1.01443,0.58337,1.25314,0.00077975,0.00077975,0.00077975
78,6708.44,0.96212,0.6932,1.17488,0.91255,0.84568,0.91448,0.67321,0.97991,0.57072,1.2226,0.000773563,0.000773563,0.000773563
79,6792.92,0.96133,0.71403,1.17606,0.87976,0.86093,0.91375,0.66953,1.00141,0.5733,1.24706,0.000767375,0.000767375,0.000767375
80,6877.09,0.97386,0.7079,1.18387,0.92174,0.83008,0.9111,0.66662,1.00809,0.57567,1.25693,0.000761188,0.000761188,0.000761188
81,6961.17,0.94338,0.68479,1.15896,0.91511,0.85019,0.91953,0.66611,0.9915,0.5775,1.24896,0.000755,0.000755,0.000755
82,7045.3,0.94522,0.67647,1.15786,0.91301,0.85143,0.9177,0.66698,0.99236,0.56539,1.2321,0.000748813,0.000748813,0.000748813
83,7129.58,0.95303,0.6926,1.15595,0.91245,0.85849,0.91619,0.67054,0.98368,0.55742,1.23856,0.000742625,0.000742625,0.000742625
84,7213.14,0.94189,0.69316,1.17015,0.90205,0.85866,0.91916,0.67549,0.97295,0.56113,1.22776,0.000736438,0.000736438,0.000736438
85,7297.37,0.92123,0.66937,1.15237,0.89896,0.86038,0.91403,0.67418,0.96149,0.55173,1.22242,0.00073025,0.00073025,0.00073025
86,7381.32,0.92483,0.66393,1.14548,0.92342,0.85596,0.92414,0.68303,0.9523,0.54335,1.2155,0.000724062,0.000724062,0.000724062
87,7465.33,0.9186,0.65658,1.13433,0.90637,0.8707,0.92154,0.68742,0.9567,0.53472,1.21354,0.000717875,0.000717875,0.000717875
88,7549.13,0.91054,0.65688,1.14282,0.91065,0.8682,0.9204,0.67629,0.96043,0.54634,1.22884,0.000711687,0.000711687,0.000711687
89,7633.02,0.91451,0.64548,1.13923,0.91791,0.86532,0.92445,0.68165,0.95551,0.53221,1.21515,0.0007055,0.0007055,0.0007055
90,7717.14,0.91075,0.65081,1.14252,0.91787,0.84736,0.91022,0.67811,0.95159,0.53836,1.23195,0.000699312,0.000699312,0.000699312
91,7801.73,0.88143,0.62488,1.11522,0.92248,0.86026,0.9196,0.68801,0.94409,0.53105,1.20362,0.000693125,0.000693125,0.000693125
92,7886.27,0.8782,0.61988,1.11827,0.90914,0.8661,0.91895,0.69351,0.92964,0.53038,1.20033,0.000686937,0.000686937,0.000686937
93,7971.05,0.88669,0.6292,1.12404,0.90036,0.8717,0.92117,0.69103,0.93791,0.53014,1.20433,0.00068075,0.00068075,0.00068075
94,8055.57,0.88334,0.63873,1.12706,0.92292,0.86293,0.93103,0.69575,0.93671,0.5223,1.20788,0.000674562,0.000674562,0.000674562
95,8139.95,0.91631,0.65101,1.14067,0.90961,0.88454,0.91869,0.68969,0.93538,0.51852,1.21273,0.000668375,0.000668375,0.000668375
96,8224.52,0.8927,0.62092,1.12283,0.90853,0.87019,0.9192,0.69908,0.92126,0.51756,1.20361,0.000662188,0.000662188,0.000662188
97,8310.04,0.8619,0.60244,1.10599,0.91638,0.87339,0.92972,0.69929,0.9202,0.51421,1.18055,0.000656,0.000656,0.000656
98,8397.7,0.88052,0.62221,1.11542,0.92513,0.86389,0.92756,0.70335,0.91575,0.51382,1.19114,0.000649813,0.000649813,0.000649813
99,8484.86,0.85946,0.58808,1.096,0.92844,0.8677,0.92485,0.70602,0.89739,0.50366,1.18004,0.000643625,0.000643625,0.000643625
100,8571.98,0.86097,0.60262,1.10269,0.92182,0.882,0.9342,0.71243,0.89949,0.50683,1.17922,0.000637437,0.000637437,0.000637437
101,8658.97,0.83682,0.5917,1.09856,0.91567,0.87055,0.93064,0.7078,0.90196,0.49043,1.19145,0.00063125,0.00063125,0.00063125
102,8746.04,0.84493,0.59233,1.09528,0.93484,0.86532,0.93143,0.71079,0.89528,0.49894,1.18569,0.000625062,0.000625062,0.000625062
103,8833.55,0.84747,0.59685,1.10344,0.92343,0.87753,0.93313,0.71755,0.88988,0.48774,1.17371,0.000618875,0.000618875,0.000618875
104,8920.39,0.84034,0.58843,1.09214,0.93394,0.8642,0.9321,0.71552,0.88171,0.49009,1.1757,0.000612687,0.000612687,0.000612687
105,9006.7,0.83308,0.58891,1.09319,0.92946,0.86311,0.93195,0.71441,0.88467,0.49231,1.17755,0.0006065,0.0006065,0.0006065
106,9093.76,0.82791,0.57449,1.08496,0.91051,0.8779,0.92695,0.71315,0.8762,0.48823,1.16798,0.000600313,0.000600313,0.000600313
107,9180.05,0.82994,0.57159,1.08183,0.91819,0.88475,0.93325,0.71793,0.88661,0.496,1.16831,0.000594125,0.000594125,0.000594125
108,9266.97,0.80909,0.57076,1.07255,0.94041,0.85803,0.93073,0.71623,0.88364,0.48278,1.18121,0.000587938,0.000587938,0.000587938
109,9354.58,0.83353,0.57918,1.09232,0.9299,0.88367,0.9367,0.71796,0.87588,0.48847,1.17967,0.00058175,0.00058175,0.00058175
110,9441.59,0.83902,0.58801,1.09199,0.91443,0.88107,0.92705,0.71639,0.86598,0.47563,1.17312,0.000575563,0.000575563,0.000575563
111,9530.06,0.7968,0.55798,1.06202,0.92326,0.8827,0.93127,0.72467,0.86975,0.47637,1.16761,0.000569375,0.000569375,0.000569375
112,9615.89,0.80733,0.57186,1.07662,0.93857,0.87402,0.93561,0.72164,0.86785,0.47313,1.17122,0.000563187,0.000563187,0.000563187
113,9702.41,0.79945,0.55744,1.06662,0.91878,0.88962,0.93676,0.72556,0.8562,0.46515,1.15643,0.000557,0.000557,0.000557
114,9788.85,0.7997,0.55429,1.06416,0.92787,0.88273,0.9329,0.73143,0.84433,0.46578,1.14463,0.000550813,0.000550813,0.000550813
115,9875.3,0.78506,0.54101,1.05593,0.92163,0.87842,0.92637,0.72369,0.85354,0.46823,1.15085,0.000544625,0.000544625,0.000544625
116,9961.02,0.78326,0.54704,1.06662,0.92102,0.88101,0.93081,0.72778,0.85357,0.47604,1.1593,0.000538438,0.000538438,0.000538438
117,10047.5,0.78026,0.53488,1.0537,0.92968,0.87921,0.93487,0.72809,0.85032,0.46748,1.15195,0.00053225,0.00053225,0.00053225
118,10133.2,0.77429,0.53588,1.05425,0.9304,0.88479,0.9384,0.72824,0.8446,0.46148,1.14988,0.000526063,0.000526063,0.000526063
119,10219,0.77591,0.5404,1.05586,0.92008,0.88961,0.93407,0.72925,0.84415,0.45728,1.15282,0.000519875,0.000519875,0.000519875
120,10304,0.78573,0.54547,1.06848,0.91399,0.88886,0.93365,0.72869,0.83773,0.4584,1.15333,0.000513688,0.000513688,0.000513688
121,10389.5,0.76647,0.51758,1.04408,0.92578,0.86779,0.92784,0.72861,0.83792,0.45689,1.15198,0.0005075,0.0005075,0.0005075
122,10474.8,0.75957,0.51703,1.0422,0.93095,0.8748,0.92816,0.73421,0.83581,0.46037,1.14493,0.000501313,0.000501313,0.000501313
123,10559.8,0.7779,0.53986,1.05896,0.93183,0.87683,0.93331,0.72951,0.83415,0.45128,1.15256,0.000495125,0.000495125,0.000495125
124,10645.1,0.76202,0.52923,1.04442,0.93564,0.88175,0.93436,0.73188,0.83464,0.45085,1.14792,0.000488938,0.000488938,0.000488938
125,10730.5,0.78247,0.53689,1.06069,0.92661,0.89335,0.93583,0.73081,0.83647,0.44901,1.15111,0.00048275,0.00048275,0.00048275
126,10815.4,0.76833,0.52725,1.04841,0.92858,0.88443,0.9319,0.73438,0.82994,0.45054,1.15096,0.000476562,0.000476562,0.000476562
127,10900.4,0.73955,0.51099,1.0371,0.91893,0.89706,0.93387,0.7356,0.82532,0.45093,1.14489,0.000470375,0.000470375,0.000470375
128,10985.4,0.74985,0.51945,1.04063,0.93488,0.89122,0.93879,0.73698,0.82682,0.44658,1.14251,0.000464188,0.000464188,0.000464188
129,11070.6,0.74489,0.51368,1.03068,0.93021,0.88728,0.9355,0.73927,0.82549,0.45017,1.14664,0.000458,0.000458,0.000458
130,11155.1,0.73798,0.51186,1.03734,0.91893,0.88949,0.93567,0.74164,0.82252,0.45023,1.13363,0.000451813,0.000451813,0.000451813
131,11240.5,0.72984,0.50424,1.0278,0.92554,0.88226,0.93548,0.74141,0.81577,0.44621,1.13902,0.000445625,0.000445625,0.000445625
132,11325.4,0.75875,0.51245,1.04768,0.93814,0.88768,0.93997,0.74327,0.80737,0.44666,1.13386,0.000439437,0.000439437,0.000439437
133,11410.4,0.71925,0.49721,1.0147,0.9334,0.88662,0.93467,0.74383,0.80449,0.44308,1.13811,0.00043325,0.00043325,0.00043325
134,11495.3,0.72863,0.49954,1.03359,0.92554,0.89286,0.93553,0.74395,0.80742,0.43752,1.1314,0.000427062,0.000427062,0.000427062
135,11580.2,0.72487,0.50034,1.02703,0.93407,0.88094,0.93325,0.74476,0.80053,0.42988,1.12677,0.000420875,0.000420875,0.000420875
136,11665.2,0.72314,0.48881,1.02518,0.93709,0.87664,0.93606,0.74648,0.79778,0.44205,1.13269,0.000414688,0.000414688,0.000414688
137,11750,0.72251,0.49556,1.02409,0.94181,0.88342,0.93807,0.74835,0.7987,0.4367,1.13631,0.0004085,0.0004085,0.0004085
138,11835.6,0.71711,0.4918,1.02156,0.94176,0.87992,0.93541,0.74615,0.79653,0.43225,1.13605,0.000402312,0.000402312,0.000402312
139,11920.3,0.70985,0.49059,1.02087,0.93353,0.8896,0.93775,0.74546,0.7944,0.43473,1.12759,0.000396125,0.000396125,0.000396125
140,12005.6,0.69907,0.47271,1.01145,0.93426,0.88959,0.93747,0.74565,0.79146,0.42799,1.12856,0.000389938,0.000389938,0.000389938
141,12090.2,0.70541,0.47858,1.01205,0.93124,0.88749,0.93418,0.74734,0.79231,0.43308,1.12704,0.00038375,0.00038375,0.00038375
142,12175.1,0.693,0.47112,1.00578,0.92889,0.89024,0.93525,0.74721,0.79172,0.42823,1.12783,0.000377563,0.000377563,0.000377563
143,12260,0.71092,0.4886,1.02105,0.93391,0.8832,0.93747,0.75219,0.79008,0.42947,1.11995,0.000371375,0.000371375,0.000371375
144,12344.9,0.70048,0.47679,1.01094,0.92615,0.88871,0.93559,0.75144,0.78952,0.41935,1.12423,0.000365188,0.000365188,0.000365188
145,12429.8,0.70413,0.48251,1.0136,0.94735,0.877,0.93665,0.75216,0.78181,0.42455,1.11749,0.000359,0.000359,0.000359
146,12514.4,0.68328,0.47659,1.00085,0.93238,0.89262,0.93746,0.75253,0.78199,0.42719,1.12386,0.000352812,0.000352812,0.000352812
147,12599.5,0.69463,0.47832,1.01317,0.93118,0.8909,0.93763,0.75318,0.78074,0.42716,1.12246,0.000346625,0.000346625,0.000346625
148,12684.1,0.69552,0.4794,1.01641,0.94396,0.87988,0.93651,0.75548,0.77352,0.42742,1.11782,0.000340438,0.000340438,0.000340438
149,12770.4,0.69099,0.472,1.0136,0.9311,0.89495,0.93985,0.7562,0.77653,0.42373,1.12127,0.00033425,0.00033425,0.00033425
150,12857.6,0.68777,0.47403,1.01291,0.94882,0.88084,0.93894,0.75394,0.7757,0.41937,1.11758,0.000328063,0.000328063,0.000328063
151,12946.2,0.67804,0.46484,0.99861,0.94114,0.88414,0.93837,0.75135,0.77661,0.42169,1.12105,0.000321875,0.000321875,0.000321875
152,13033.5,0.66262,0.45501,0.99711,0.93817,0.88584,0.93735,0.75375,0.77693,0.42136,1.12187,0.000315687,0.000315687,0.000315687
153,13120.7,0.6744,0.46427,0.99685,0.93768,0.88879,0.93601,0.75551,0.77493,0.41751,1.12552,0.0003095,0.0003095,0.0003095
154,13207.5,0.66776,0.45877,0.99885,0.93951,0.89026,0.9387,0.75888,0.77102,0.42054,1.12393,0.000303313,0.000303313,0.000303313
155,13293.4,0.68295,0.46592,1.00669,0.92938,0.90089,0.93932,0.75786,0.77266,0.41796,1.12539,0.000297125,0.000297125,0.000297125
156,13379.9,0.66186,0.44544,0.9922,0.94677,0.88532,0.94094,0.76191,0.76293,0.41672,1.11822,0.000290937,0.000290937,0.000290937
157,13467,0.66519,0.45259,0.99673,0.94479,0.8888,0.94038,0.7594,0.76267,0.41178,1.12128,0.00028475,0.00028475,0.00028475
158,13554.5,0.66769,0.4511,0.99436,0.93639,0.89454,0.94154,0.76061,0.76175,0.4125,1.11716,0.000278562,0.000278562,0.000278562
159,13641.5,0.65435,0.44142,0.98766,0.93294,0.89828,0.94338,0.76329,0.75987,0.4083,1.11475,0.000272375,0.000272375,0.000272375
160,13728.6,0.66183,0.44512,0.99154,0.93188,0.89812,0.94187,0.76557,0.75863,0.40591,1.11431,0.000266187,0.000266187,0.000266187
161,13814.7,0.65026,0.43682,0.98177,0.93516,0.89306,0.94202,0.76453,0.75683,0.40645,1.11466,0.00026,0.00026,0.00026
162,13901,0.64692,0.43315,0.98587,0.92794,0.90092,0.93965,0.76222,0.75575,0.40911,1.11371,0.000253812,0.000253812,0.000253812
163,13987.4,0.64457,0.43448,0.98699,0.94683,0.88376,0.93952,0.7624,0.75301,0.40489,1.11582,0.000247625,0.000247625,0.000247625
164,14073.5,0.64573,0.44407,0.98503,0.94609,0.88365,0.94344,0.76662,0.75177,0.40542,1.11479,0.000241438,0.000241438,0.000241438
165,14159.9,0.6403,0.43701,0.98411,0.93547,0.89448,0.94315,0.76787,0.75153,0.40428,1.11532,0.00023525,0.00023525,0.00023525
166,14246,0.64259,0.43727,0.98318,0.94872,0.88436,0.94074,0.7665,0.75132,0.40475,1.11157,0.000229063,0.000229063,0.000229063
167,14332.4,0.63389,0.42819,0.97883,0.94849,0.88691,0.9401,0.76502,0.75205,0.40802,1.11254,0.000222875,0.000222875,0.000222875
168,14417.9,0.64742,0.43352,0.986,0.95616,0.88166,0.9412,0.76509,0.75039,0.41014,1.11272,0.000216688,0.000216688,0.000216688
169,14504.2,0.63725,0.43622,0.9795,0.95141,0.88221,0.93942,0.76449,0.74714,0.40829,1.11239,0.0002105,0.0002105,0.0002105
170,14589.9,0.6341,0.42739,0.97902,0.9401,0.89261,0.9392,0.76767,0.74555,0.40748,1.10842,0.000204313,0.000204313,0.000204313
171,14675.8,0.61897,0.41802,0.97296,0.93654,0.89978,0.94159,0.76813,0.74652,0.40444,1.10991,0.000198125,0.000198125,0.000198125
172,14761.2,0.61959,0.42512,0.97324,0.92783,0.90369,0.94095,0.76948,0.74294,0.40558,1.10746,0.000191938,0.000191938,0.000191938
173,14846.5,0.62583,0.419,0.97327,0.93741,0.89099,0.94233,0.77041,0.74315,0.40458,1.10869,0.00018575,0.00018575,0.00018575
174,14931.4,0.62069,0.42044,0.97149,0.93202,0.89894,0.94296,0.77276,0.7395,0.40508,1.1065,0.000179563,0.000179563,0.000179563
175,15016.6,0.61631,0.41159,0.96872,0.94102,0.89336,0.94262,0.77224,0.73838,0.40184,1.10619,0.000173375,0.000173375,0.000173375
176,15101.2,0.60316,0.40955,0.95658,0.93905,0.89834,0.94348,0.77325,0.73666,0.40187,1.10388,0.000167188,0.000167188,0.000167188
177,15186.5,0.60667,0.40814,0.96935,0.93657,0.90153,0.94472,0.77301,0.73503,0.40128,1.10281,0.000161,0.000161,0.000161
178,15270.9,0.60507,0.40299,0.96313,0.93743,0.90036,0.94386,0.77493,0.73613,0.40134,1.10346,0.000154812,0.000154812,0.000154812
179,15355.4,0.59737,0.40345,0.96157,0.94104,0.89784,0.94166,0.77439,0.73497,0.40109,1.10346,0.000148625,0.000148625,0.000148625
180,15439.1,0.60252,0.40621,0.96262,0.93801,0.89596,0.94174,0.77319,0.73315,0.40208,1.10309,0.000142437,0.000142437,0.000142437
181,15523.6,0.60392,0.4098,0.96454,0.93429,0.89884,0.94144,0.77364,0.73112,0.40234,1.10184,0.00013625,0.00013625,0.00013625
182,15607.7,0.58666,0.39398,0.95034,0.93738,0.89917,0.94027,0.77507,0.72949,0.40087,1.10011,0.000130062,0.000130062,0.000130062
183,15692.2,0.59863,0.40918,0.96303,0.93597,0.89994,0.94149,0.77353,0.73059,0.40059,1.10106,0.000123875,0.000123875,0.000123875
184,15776.9,0.59238,0.39765,0.96326,0.94125,0.89619,0.94038,0.77433,0.73169,0.40226,1.10154,0.000117687,0.000117687,0.000117687
